application_id,checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since_years,property,age_years,other_installment_plans,housing,existing_credits_count,job,dependents_count,telephone,foreign_worker,default
0324,lt_0,18,existing_paid_duly,furniture_equipment,2659,ge_1000,1_to_4y,4,male_single,none,2,car_or_other,28,none,own,1,skilled_employee,1,none,yes,0
0325,none,18,critical_or_other_credits,car_new,1028,lt_100,1_to_4y,4,female_divorced_separated_married,none,3,real_estate,36,none,own,2,skilled_employee,1,none,yes,0
0326,lt_0,8,critical_or_other_credits,car_new,3398,lt_100,4_to_7y,1,male_single,none,4,real_estate,39,none,own,2,unskilled_resident,1,none,no,0
0327,none,12,critical_or_other_credits,furniture_equipment,5801,unknown_or_none,ge_7y,2,male_single,none,4,savings_agreement_or_life_insurance,49,none,rent,1,skilled_employee,1,yes,yes,0
0328,none,24,existing_paid_duly,car_new,1525,ge_1000,4_to_7y,4,female_divorced_separated_married,none,3,car_or_other,34,none,own,1,skilled_employee,2,yes,yes,0
0329,ge_200_or_salary,36,existing_paid_duly,radio_tv,4473,lt_100,ge_7y,4,male_single,none,2,car_or_other,31,none,own,1,skilled_employee,1,none,yes,0
0330,0_to_200,6,existing_paid_duly,radio_tv,1068,lt_100,ge_7y,4,male_single,none,4,car_or_other,28,none,own,1,skilled_employee,2,none,yes,0
0331,lt_0,24,critical_or_other_credits,car_used,6615,lt_100,unemployed,2,male_single,none,4,unknown_or_none,75,none,for_free,2,management_or_self_employed,1,yes,yes,0
0332,none,18,critical_or_other_credits,education,1864,100_to_500,1_to_4y,4,female_divorced_separated_married,none,2,real_estate,30,none,own,2,skilled_employee,1,none,yes,1
0333,0_to_200,60,existing_paid_duly,car_new,7408,100_to_500,lt_1y,4,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,24,none,own,1,management_or_self_employed,1,none,yes,1
0334,none,48,critical_or_other_credits,car_used,11590,100_to_500,1_to_4y,2,female_divorced_separated_married,none,4,car_or_other,24,bank,rent,2,unskilled_resident,1,none,yes,1
0335,lt_0,24,no_credits_all_paid,furniture_equipment,4110,lt_100,ge_7y,3,male_single,none,4,unknown_or_none,23,bank,rent,2,skilled_employee,2,none,yes,1
0336,lt_0,6,critical_or_other_credits,furniture_equipment,3384,lt_100,1_to_4y,1,male_divorced_separated,none,4,real_estate,44,none,rent,1,management_or_self_employed,1,yes,yes,1
0337,0_to_200,13,existing_paid_duly,radio_tv,2101,lt_100,lt_1y,2,female_divorced_separated_married,guarantor,4,savings_agreement_or_life_insurance,23,none,own,1,unskilled_resident,1,none,yes,0
0338,lt_0,15,existing_paid_duly,domestic_appliances,1275,unknown_or_none,1_to_4y,4,female_divorced_separated_married,none,2,car_or_other,24,none,rent,1,skilled_employee,1,none,yes,1
0339,lt_0,24,existing_paid_duly,furniture_equipment,4169,lt_100,1_to_4y,4,male_single,none,4,savings_agreement_or_life_insurance,28,none,own,1,skilled_employee,1,none,yes,0
0340,0_to_200,10,existing_paid_duly,furniture_equipment,1521,lt_100,1_to_4y,4,male_divorced_separated,none,2,car_or_other,31,none,own,1,unskilled_resident,1,none,yes,0
0341,0_to_200,24,critical_or_other_credits,education,5743,lt_100,lt_1y,2,female_divorced_separated_married,none,4,unknown_or_none,24,none,for_free,2,skilled_employee,1,yes,yes,0
0342,lt_0,21,existing_paid_duly,furniture_equipment,3599,lt_100,4_to_7y,1,female_divorced_separated_married,none,4,car_or_other,26,none,rent,1,unskilled_resident,1,none,yes,0
0343,0_to_200,18,existing_paid_duly,radio_tv,3213,500_to_1000,lt_1y,1,male_married_widowed,none,3,real_estate,25,none,rent,1,skilled_employee,1,none,yes,0
0344,0_to_200,18,existing_paid_duly,business,4439,lt_100,ge_7y,1,male_single,co_applicant,1,real_estate,33,bank,own,1,management_or_self_employed,1,yes,yes,0
0345,ge_200_or_salary,10,existing_paid_duly,car_new,3949,lt_100,lt_1y,1,male_single,guarantor,1,savings_agreement_or_life_insurance,37,none,own,1,unskilled_resident,2,none,yes,0
0346,none,15,critical_or_other_credits,radio_tv,1459,lt_100,1_to_4y,4,female_divorced_separated_married,none,2,car_or_other,43,none,own,1,unskilled_resident,1,none,yes,0
0347,0_to_200,13,critical_or_other_credits,radio_tv,882,lt_100,lt_1y,4,male_single,guarantor,4,real_estate,23,none,own,2,skilled_employee,1,none,yes,0
0348,0_to_200,24,existing_paid_duly,radio_tv,3758,500_to_1000,unemployed,1,female_divorced_separated_married,none,4,unknown_or_none,23,none,rent,1,unemployed_unskilled_non_resident,1,none,yes,0
0349,none,6,past_delays,business,1743,100_to_500,1_to_4y,1,male_single,none,2,real_estate,34,none,own,2,unskilled_resident,1,none,yes,0
0350,0_to_200,9,critical_or_other_credits,education,1136,ge_1000,ge_7y,4,male_single,none,3,unknown_or_none,32,none,for_free,2,skilled_employee,2,none,yes,1
0351,none,9,existing_paid_duly,domestic_appliances,1236,lt_100,lt_1y,1,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,skilled_employee,1,yes,yes,0
0352,0_to_200,9,existing_paid_duly,furniture_equipment,959,lt_100,1_to_4y,1,female_divorced_separated_married,none,2,car_or_other,29,none,own,1,skilled_employee,1,none,no,1
0353,none,18,critical_or_other_credits,car_used,3229,unknown_or_none,unemployed,2,male_single,none,4,unknown_or_none,38,none,own,1,management_or_self_employed,1,yes,yes,0
0354,lt_0,12,no_credits_all_paid,radio_tv,6199,lt_100,1_to_4y,4,male_single,none,2,savings_agreement_or_life_insurance,28,none,rent,2,skilled_employee,1,yes,yes,1
0355,none,10,existing_paid_duly,education,727,500_to_1000,ge_7y,4,male_single,none,4,unknown_or_none,46,none,for_free,1,skilled_employee,1,yes,yes,0
0356,0_to_200,24,existing_paid_duly,car_new,1246,lt_100,lt_1y,4,male_single,none,2,real_estate,23,stores,own,1,unskilled_resident,1,none,yes,1
0357,none,12,critical_or_other_credits,radio_tv,2331,unknown_or_none,ge_7y,1,male_single,co_applicant,4,real_estate,49,none,own,1,skilled_employee,1,yes,yes,0
0358,none,36,past_delays,radio_tv,4463,lt_100,1_to_4y,4,male_single,none,2,car_or_other,26,none,own,2,management_or_self_employed,1,yes,yes,1
0359,none,12,existing_paid_duly,radio_tv,776,lt_100,1_to_4y,4,male_married_widowed,none,2,real_estate,28,none,own,1,skilled_employee,1,none,yes,0
0360,lt_0,30,existing_paid_duly,furniture_equipment,2406,lt_100,4_to_7y,4,female_divorced_separated_married,none,4,real_estate,23,none,rent,1,skilled_employee,1,none,yes,1
0361,0_to_200,18,existing_paid_duly,education,1239,unknown_or_none,1_to_4y,4,male_single,none,4,unknown_or_none,61,none,for_free,1,skilled_employee,1,none,yes,0
0362,ge_200_or_salary,12,existing_paid_duly,radio_tv,3399,unknown_or_none,ge_7y,2,male_single,none,3,car_or_other,37,none,own,1,management_or_self_employed,1,none,yes,0
0363,ge_200_or_salary,12,past_delays,car_new,2247,lt_100,1_to_4y,2,female_divorced_separated_married,none,2,car_or_other,36,stores,own,2,skilled_employee,1,yes,yes,0
0364,none,6,existing_paid_duly,furniture_equipment,1766,lt_100,1_to_4y,1,male_married_widowed,none,2,savings_agreement_or_life_insurance,21,none,rent,1,skilled_employee,1,none,yes,0
0365,lt_0,18,existing_paid_duly,furniture_equipment,2473,lt_100,unemployed,4,male_single,none,1,car_or_other,25,none,own,1,unemployed_unskilled_non_resident,1,none,yes,1
0366,none,12,existing_paid_duly,business,1542,lt_100,4_to_7y,2,male_single,none,4,car_or_other,36,none,own,1,skilled_employee,1,yes,yes,0
0367,none,18,critical_or_other_credits,car_used,3850,lt_100,4_to_7y,3,male_single,none,1,car_or_other,27,none,own,2,skilled_employee,1,none,yes,0
0368,lt_0,18,existing_paid_duly,furniture_equipment,3650,lt_100,lt_1y,1,female_divorced_separated_married,none,4,car_or_other,22,none,rent,1,skilled_employee,1,none,yes,0
0369,lt_0,36,existing_paid_duly,furniture_equipment,3446,lt_100,ge_7y,4,male_single,none,2,car_or_other,42,none,own,1,skilled_employee,2,none,yes,1
0370,0_to_200,18,existing_paid_duly,furniture_equipment,3001,lt_100,4_to_7y,2,female_divorced_separated_married,none,4,real_estate,40,none,rent,1,skilled_employee,1,none,yes,0
0371,none,36,existing_paid_duly,car_new,3079,unknown_or_none,1_to_4y,4,male_single,none,4,real_estate,36,none,own,1,skilled_employee,1,none,yes,0
0372,none,18,critical_or_other_credits,radio_tv,6070,lt_100,ge_7y,3,male_single,none,4,car_or_other,33,none,own,2,skilled_employee,1,yes,yes,0
0373,none,10,critical_or_other_credits,furniture_equipment,2146,lt_100,lt_1y,1,female_divorced_separated_married,none,3,real_estate,23,none,rent,2,skilled_employee,1,none,yes,0
0374,none,60,critical_or_other_credits,car_new,13756,unknown_or_none,ge_7y,2,male_single,none,4,unknown_or_none,63,bank,for_free,1,management_or_self_employed,1,yes,yes,0
0375,0_to_200,60,all_paid_this_bank,other,14782,100_to_500,ge_7y,3,female_divorced_separated_married,none,4,unknown_or_none,60,bank,for_free,2,management_or_self_employed,1,yes,yes,1
0376,lt_0,48,all_paid_this_bank,business,7685,lt_100,4_to_7y,2,female_divorced_separated_married,guarantor,4,car_or_other,37,none,rent,1,skilled_employee,1,none,yes,1
0377,none,18,past_delays,radio_tv,2320,lt_100,unemployed,2,male_married_widowed,none,3,real_estate,34,none,own,2,skilled_employee,1,none,yes,0
0378,none,7,past_delays,radio_tv,846,unknown_or_none,ge_7y,3,male_single,none,4,unknown_or_none,36,none,for_free,1,skilled_employee,1,none,yes,0
0379,0_to_200,36,existing_paid_duly,car_new,14318,lt_100,ge_7y,4,male_single,none,2,unknown_or_none,57,none,for_free,1,management_or_self_employed,1,yes,yes,1
0380,none,6,critical_or_other_credits,car_new,362,100_to_500,1_to_4y,4,female_divorced_separated_married,none,4,car_or_other,52,none,own,2,unskilled_resident,1,none,yes,0
0381,lt_0,20,existing_paid_duly,furniture_equipment,2212,unknown_or_none,4_to_7y,4,male_single,none,4,car_or_other,39,none,own,1,skilled_employee,1,yes,yes,0
0382,0_to_200,18,existing_paid_duly,car_used,12976,lt_100,unemployed,3,female_divorced_separated_married,none,4,unknown_or_none,38,none,for_free,1,management_or_self_employed,1,yes,yes,1
0383,none,22,existing_paid_duly,car_new,1283,unknown_or_none,4_to_7y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,25,none,rent,1,skilled_employee,1,none,yes,0
0384,ge_200_or_salary,12,existing_paid_duly,car_new,1330,lt_100,lt_1y,4,male_single,none,1,real_estate,26,none,own,1,skilled_employee,1,none,yes,0
0385,none,30,past_delays,business,4272,100_to_500,1_to_4y,2,male_single,none,2,savings_agreement_or_life_insurance,26,none,own,2,unskilled_resident,1,none,yes,0
0386,none,18,critical_or_other_credits,radio_tv,2238,lt_100,1_to_4y,2,female_divorced_separated_married,none,1,car_or_other,25,none,own,2,skilled_employee,1,none,yes,0
0387,none,18,existing_paid_duly,radio_tv,1126,unknown_or_none,lt_1y,4,female_divorced_separated_married,none,2,real_estate,21,none,rent,1,skilled_employee,1,yes,yes,0
0388,0_to_200,18,critical_or_other_credits,furniture_equipment,7374,lt_100,unemployed,4,male_single,none,4,savings_agreement_or_life_insurance,40,stores,own,2,management_or_self_employed,1,yes,yes,0
0389,0_to_200,15,critical_or_other_credits,business,2326,500_to_1000,1_to_4y,2,male_single,none,4,car_or_other,27,bank,own,1,skilled_employee,1,none,yes,0
0390,none,9,existing_paid_duly,business,1449,lt_100,4_to_7y,3,female_divorced_separated_married,none,2,car_or_other,27,none,own,2,skilled_employee,1,none,yes,0
0391,none,18,existing_paid_duly,car_new,1820,lt_100,1_to_4y,2,male_married_widowed,none,2,savings_agreement_or_life_insurance,30,none,own,1,management_or_self_employed,1,yes,yes,0
0392,0_to_200,12,existing_paid_duly,furniture_equipment,983,ge_1000,lt_1y,1,female_divorced_separated_married,none,4,real_estate,19,none,rent,1,unskilled_resident,1,none,yes,0
0393,lt_0,36,existing_paid_duly,car_new,3249,lt_100,4_to_7y,2,male_single,none,4,unknown_or_none,39,bank,for_free,1,management_or_self_employed,2,yes,yes,0
0394,lt_0,6,critical_or_other_credits,radio_tv,1957,lt_100,4_to_7y,1,female_divorced_separated_married,none,4,car_or_other,31,none,own,1,skilled_employee,1,none,yes,0
0395,none,9,critical_or_other_credits,furniture_equipment,2406,lt_100,unemployed,2,male_single,none,3,car_or_other,31,none,own,1,management_or_self_employed,1,none,yes,0
0396,0_to_200,39,past_delays,education,11760,100_to_500,4_to_7y,2,male_single,none,3,unknown_or_none,32,none,rent,1,skilled_employee,1,yes,yes,0
0397,lt_0,12,existing_paid_duly,furniture_equipment,2578,lt_100,unemployed,3,female_divorced_separated_married,none,4,unknown_or_none,55,none,for_free,1,management_or_self_employed,1,none,yes,0
0398,lt_0,36,critical_or_other_credits,furniture_equipment,2348,lt_100,1_to_4y,3,male_married_widowed,none,2,savings_agreement_or_life_insurance,46,none,own,2,skilled_employee,1,yes,yes,0
0399,0_to_200,12,existing_paid_duly,car_new,1223,lt_100,ge_7y,1,male_divorced_separated,none,1,real_estate,46,none,rent,2,skilled_employee,1,none,yes,1
0400,none,24,critical_or_other_credits,radio_tv,1516,ge_1000,1_to_4y,4,female_divorced_separated_married,none,1,real_estate,43,none,own,2,unskilled_resident,1,none,yes,0
0401,none,18,existing_paid_duly,radio_tv,1473,lt_100,lt_1y,3,male_married_widowed,none,4,real_estate,39,none,own,1,skilled_employee,1,yes,yes,0
0402,0_to_200,18,critical_or_other_credits,business,1887,unknown_or_none,1_to_4y,4,male_married_widowed,none,4,real_estate,28,bank,own,2,skilled_employee,1,none,yes,0
0403,none,24,past_delays,business,8648,lt_100,lt_1y,2,male_single,none,2,car_or_other,27,bank,own,2,skilled_employee,1,yes,yes,1
0404,none,14,past_delays,car_new,802,lt_100,1_to_4y,4,male_single,none,2,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,0
0405,0_to_200,18,past_delays,car_new,2899,unknown_or_none,ge_7y,4,male_single,none,4,car_or_other,43,none,own,1,skilled_employee,2,none,yes,0
0406,0_to_200,24,existing_paid_duly,radio_tv,2039,lt_100,lt_1y,1,male_married_widowed,none,1,savings_agreement_or_life_insurance,22,none,own,1,skilled_employee,1,yes,yes,1
0407,none,24,critical_or_other_credits,car_used,2197,unknown_or_none,4_to_7y,4,male_single,none,4,car_or_other,43,none,own,2,skilled_employee,2,yes,yes,0
0408,lt_0,15,existing_paid_duly,radio_tv,1053,lt_100,lt_1y,4,male_married_widowed,none,2,real_estate,27,none,own,1,skilled_employee,1,none,no,0
0409,none,24,existing_paid_duly,radio_tv,3235,500_to_1000,ge_7y,3,male_divorced_separated,none,2,car_or_other,26,none,own,1,management_or_self_employed,1,yes,yes,0
0410,ge_200_or_salary,12,critical_or_other_credits,car_new,939,500_to_1000,4_to_7y,4,male_married_widowed,none,2,real_estate,28,none,own,3,skilled_employee,1,yes,yes,1
0411,0_to_200,24,existing_paid_duly,radio_tv,1967,lt_100,ge_7y,4,female_divorced_separated_married,none,4,car_or_other,20,none,own,1,skilled_employee,1,yes,yes,0
0412,none,33,critical_or_other_credits,car_used,7253,lt_100,4_to_7y,3,male_single,none,2,car_or_other,35,none,own,2,management_or_self_employed,1,yes,yes,0
0413,none,12,critical_or_other_credits,business,2292,lt_100,unemployed,4,male_single,none,2,car_or_other,42,stores,own,2,management_or_self_employed,1,yes,yes,1
0414,none,10,existing_paid_duly,car_new,1597,500_to_1000,1_to_4y,3,male_single,none,2,unknown_or_none,40,none,rent,1,unskilled_resident,2,none,no,0
0415,lt_0,24,existing_paid_duly,car_new,1381,unknown_or_none,1_to_4y,4,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,35,none,own,1,skilled_employee,1,none,yes,1
0416,none,36,critical_or_other_credits,car_used,5842,lt_100,ge_7y,2,male_single,none,2,savings_agreement_or_life_insurance,35,none,own,2,skilled_employee,2,yes,yes,0
0417,lt_0,12,existing_paid_duly,car_new,2579,lt_100,lt_1y,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,none,yes,1
0418,lt_0,18,past_delays,education,8471,unknown_or_none,1_to_4y,1,female_divorced_separated_married,none,2,car_or_other,23,none,rent,2,skilled_employee,1,yes,yes,0
0419,none,21,existing_paid_duly,car_new,2782,500_to_1000,4_to_7y,1,female_divorced_separated_married,none,2,car_or_other,31,bank,own,1,management_or_self_employed,1,none,yes,0
0420,0_to_200,18,existing_paid_duly,car_new,1042,unknown_or_none,1_to_4y,4,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,33,none,own,1,skilled_employee,1,none,yes,1
0421,none,15,existing_paid_duly,car_new,3186,ge_1000,4_to_7y,2,female_divorced_separated_married,none,3,car_or_other,20,none,rent,1,skilled_employee,1,none,yes,0
0422,0_to_200,12,existing_paid_duly,car_used,2028,unknown_or_none,1_to_4y,4,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,1,none,yes,0
0423,0_to_200,12,critical_or_other_credits,car_new,958,lt_100,4_to_7y,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,none,yes,0
0424,none,21,past_delays,furniture_equipment,1591,100_to_500,4_to_7y,4,male_single,none,3,real_estate,34,none,own,2,management_or_self_employed,1,none,yes,0
0425,0_to_200,12,existing_paid_duly,furniture_equipment,2762,unknown_or_none,ge_7y,1,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,25,bank,own,1,skilled_employee,1,yes,yes,1
0426,0_to_200,18,existing_paid_duly,car_used,2779,lt_100,1_to_4y,1,male_married_widowed,none,3,car_or_other,21,none,rent,1,skilled_employee,1,yes,yes,0
0427,none,28,critical_or_other_credits,radio_tv,2743,lt_100,ge_7y,4,male_single,none,2,car_or_other,29,none,own,2,skilled_employee,1,none,yes,0
0428,none,18,critical_or_other_credits,radio_tv,1149,ge_1000,1_to_4y,4,male_single,none,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0
0429,none,9,existing_paid_duly,furniture_equipment,1313,lt_100,ge_7y,1,male_single,none,4,car_or_other,20,none,own,1,skilled_employee,1,none,yes,0
0430,lt_0,18,critical_or_other_credits,repairs,1190,lt_100,unemployed,2,female_divorced_separated_married,none,4,unknown_or_none,55,none,for_free,3,unemployed_unskilled_non_resident,2,none,yes,1
0431,none,5,existing_paid_duly,business,3448,lt_100,4_to_7y,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,none,yes,0
0432,0_to_200,24,existing_paid_duly,other,11328,lt_100,1_to_4y,2,male_single,co_applicant,3,car_or_other,29,bank,own,2,management_or_self_employed,1,yes,yes,1
0433,lt_0,6,critical_or_other_credits,furniture_equipment,1872,lt_100,unemployed,4,male_single,none,4,unknown_or_none,36,none,for_free,3,management_or_self_employed,1,yes,yes,0
0434,none,24,critical_or_other_credits,repairs,2058,lt_100,1_to_4y,4,male_divorced_separated,none,2,real_estate,33,none,own,2,skilled_employee,1,yes,yes,0
0435,lt_0,9,existing_paid_duly,furniture_equipment,2136,lt_100,1_to_4y,3,male_single,none,2,real_estate,25,none,own,1,skilled_employee,1,none,yes,0
0436,0_to_200,12,existing_paid_duly,radio_tv,1484,unknown_or_none,1_to_4y,2,male_married_widowed,none,1,real_estate,25,none,own,1,skilled_employee,1,yes,yes,1
0437,none,6,existing_paid_duly,repairs,660,500_to_1000,4_to_7y,2,male_married_widowed,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,0
0438,none,24,critical_or_other_credits,car_new,1287,ge_1000,ge_7y,4,female_divorced_separated_married,none,4,real_estate,37,none,own,2,skilled_employee,1,yes,yes,0
0439,lt_0,42,critical_or_other_credits,repairs,3394,lt_100,unemployed,4,male_single,co_applicant,4,car_or_other,65,none,own,2,unemployed_unskilled_non_resident,1,none,yes,0
0440,ge_200_or_salary,12,all_paid_this_bank,business,609,lt_100,lt_1y,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,unemployed_unskilled_non_resident,1,none,yes,1
0441,none,12,existing_paid_duly,car_new,1884,lt_100,ge_7y,4,male_single,none,4,car_or_other,39,none,own,1,management_or_self_employed,1,yes,yes,0
0442,lt_0,12,existing_paid_duly,furniture_equipment,1620,lt_100,1_to_4y,2,female_divorced_separated_married,co_applicant,3,savings_agreement_or_life_insurance,30,none,own,1,skilled_employee,1,none,yes,0
0443,0_to_200,20,past_delays,other,2629,lt_100,1_to_4y,2,male_single,none,3,car_or_other,29,bank,own,2,skilled_employee,1,yes,yes,0
0444,none,12,existing_paid_duly,education,719,lt_100,ge_7y,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,none,yes,1
0445,0_to_200,48,critical_or_other_credits,furniture_equipment,5096,lt_100,1_to_4y,2,female_divorced_separated_married,none,3,car_or_other,30,none,own,1,management_or_self_employed,1,yes,yes,1
0446,none,9,critical_or_other_credits,education,1244,unknown_or_none,ge_7y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,41,none,rent,2,unskilled_resident,1,none,yes,0
0447,lt_0,36,existing_paid_duly,car_new,1842,lt_100,lt_1y,4,female_divorced_separated_married,none,4,car_or_other,34,none,own,1,skilled_employee,1,yes,yes,1
0448,0_to_200,7,existing_paid_duly,radio_tv,2576,lt_100,1_to_4y,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_employee,1,none,yes,0
0449,ge_200_or_salary,12,existing_paid_duly,furniture_equipment,1424,unknown_or_none,ge_7y,3,female_divorced_separated_married,none,4,real_estate,55,none,own,1,management_or_self_employed,1,yes,yes,0
0450,0_to_200,15,past_delays,repairs,1512,ge_1000,1_to_4y,3,male_married_widowed,none,3,savings_agreement_or_life_insurance,61,stores,own,2,skilled_employee,1,none,yes,1
0451,none,36,critical_or_other_credits,car_used,11054,unknown_or_none,1_to_4y,4,male_single,none,2,car_or_other,30,none,own,1,management_or_self_employed,1,yes,yes,0
0452,none,6,existing_paid_duly,radio_tv,518,lt_100,1_to_4y,3,female_divorced_separated_married,none,1,real_estate,29,none,own,1,skilled_employee,1,none,yes,0
0453,none,12,no_credits_all_paid,furniture_equipment,2759,lt_100,ge_7y,2,male_single,none,4,savings_agreement_or_life_insurance,34,none,own,2,skilled_employee,1,none,yes,0
0454,none,24,existing_paid_duly,car_used,2670,lt_100,ge_7y,4,male_single,none,4,car_or_other,35,none,own,1,management_or_self_employed,1,yes,yes,0
0455,lt_0,24,existing_paid_duly,car_new,4817,lt_100,4_to_7y,2,male_single,co_applicant,3,savings_agreement_or_life_insurance,31,none,own,1,skilled_employee,1,yes,yes,1
0456,none,24,existing_paid_duly,car_used,2679,lt_100,lt_1y,4,female_divorced_separated_married,none,1,unknown_or_none,29,none,own,1,management_or_self_employed,1,yes,yes,0
0457,lt_0,11,critical_or_other_credits,car_new,3905,lt_100,1_to_4y,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0
0458,lt_0,12,existing_paid_duly,car_used,3386,lt_100,ge_7y,3,male_single,none,4,unknown_or_none,35,none,for_free,1,skilled_employee,1,yes,yes,1
0459,lt_0,6,existing_paid_duly,domestic_appliances,343,lt_100,lt_1y,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0
0460,none,18,existing_paid_duly,radio_tv,4594,lt_100,lt_1y,3,male_single,none,2,car_or_other,32,none,own,1,skilled_employee,1,yes,yes,0
0461,lt_0,36,existing_paid_duly,furniture_equipment,3620,lt_100,1_to_4y,1,male_single,guarantor,2,savings_agreement_or_life_insurance,37,none,own,1,skilled_employee,2,none,yes,0
0462,lt_0,15,existing_paid_duly,car_new,1721,lt_100,lt_1y,2,male_single,none,3,real_estate,36,none,own,1,skilled_employee,1,none,yes,0
0463,0_to_200,12,existing_paid_duly,furniture_equipment,3017,lt_100,lt_1y,3,female_divorced_separated_married,none,1,real_estate,34,none,rent,1,management_or_self_employed,1,none,yes,0
0464,0_to_200,12,existing_paid_duly,retraining,754,unknown_or_none,ge_7y,4,male_single,none,4,savings_agreement_or_life_insurance,38,none,own,2,skilled_employee,1,none,yes,0
0465,none,18,existing_paid_duly,business,1950,lt_100,4_to_7y,4,male_single,none,1,car_or_other,34,stores,own,2,skilled_employee,1,yes,yes,0
0466,lt_0,24,existing_paid_duly,car_used,2924,lt_100,1_to_4y,3,male_single,guarantor,4,unknown_or_none,63,bank,own,1,skilled_employee,2,yes,yes,0
0467,lt_0,24,past_delays,radio_tv,1659,lt_100,lt_1y,4,female_divorced_separated_married,none,2,car_or_other,29,none,rent,1,unskilled_resident,1,yes,yes,1
0468,none,48,past_delays,radio_tv,7238,unknown_or_none,ge_7y,3,male_single,none,3,car_or_other,32,bank,own,2,skilled_employee,2,none,yes,0
0469,none,33,past_delays,business,2764,lt_100,1_to_4y,2,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,skilled_employee,1,yes,yes,0
0470,none,24,past_delays,car_used,4679,lt_100,4_to_7y,3,male_single,none,3,car_or_other,35,none,own,2,unskilled_resident,1,yes,yes,0
0471,0_to_200,24,existing_paid_duly,radio_tv,3092,100_to_500,lt_1y,3,male_married_widowed,none,2,car_or_other,22,none,rent,1,skilled_employee,1,yes,yes,1
0472,lt_0,6,existing_paid_duly,education,448,lt_100,lt_1y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,23,none,own,1,skilled_employee,1,none,yes,1
0473,lt_0,9,existing_paid_duly,car_new,654,lt_100,1_to_4y,4,male_single,none,3,car_or_other,28,none,own,1,unskilled_resident,1,none,yes,1
0474,none,6,existing_paid_duly,retraining,1238,unknown_or_none,unemployed,4,male_single,none,4,savings_agreement_or_life_insurance,36,none,own,1,management_or_self_employed,2,yes,yes,0
0475,0_to_200,18,critical_or_other_credits,radio_tv,1245,lt_100,1_to_4y,4,male_married_widowed,none,2,car_or_other,33,none,own,1,skilled_employee,1,none,yes,1
0476,lt_0,18,no_credits_all_paid,furniture_equipment,3114,lt_100,lt_1y,1,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,26,none,rent,1,skilled_employee,1,none,yes,1
0477,none,39,existing_paid_duly,car_used,2569,500_to_1000,1_to_4y,4,male_single,none,4,car_or_other,24,none,own,1,skilled_employee,1,none,yes,0
0478,ge_200_or_salary,24,existing_paid_duly,radio_tv,5152,lt_100,4_to_7y,4,male_single,none,2,car_or_other,25,bank,own,1,skilled_employee,1,none,yes,0
0479,0_to_200,12,existing_paid_duly,business,1037,100_to_500,4_to_7y,3,male_single,none,4,real_estate,39,none,own,1,unskilled_resident,1,none,yes,0
0480,lt_0,15,critical_or_other_credits,furniture_equipment,1478,lt_100,ge_7y,4,male_single,none,4,car_or_other,44,none,own,2,skilled_employee,2,yes,yes,0
0481,0_to_200,12,critical_or_other_credits,radio_tv,3573,lt_100,1_to_4y,1,female_divorced_separated_married,none,1,real_estate,23,none,own,1,unskilled_resident,1,none,yes,0
0482,0_to_200,24,existing_paid_duly,car_new,1201,lt_100,lt_1y,4,male_single,none,1,savings_agreement_or_life_insurance,26,none,own,1,skilled_employee,1,none,yes,0
0483,lt_0,30,existing_paid_duly,furniture_equipment,3622,ge_1000,ge_7y,4,female_divorced_separated_married,none,4,savings_agreement_or_life_insurance,57,none,rent,2,skilled_employee,1,yes,yes,0
0484,none,15,past_delays,furniture_equipment,960,ge_1000,4_to_7y,3,female_divorced_separated_married,none,2,savings_agreement_or_life_insurance,30,none,own,2,skilled_employee,1,none,yes,0
0485,none,12,critical_or_other_credits,car_new,1163,500_to_1000,1_to_4y,4,male_single,none,4,real_estate,44,none,own,1,skilled_employee,1,yes,yes,0
0486,0_to_200,6,past_delays,car_new,1209,lt_100,unemployed,4,male_single,none,4,savings_agreement_or_life_insurance,47,none,own,1,management_or_self_employed,1,yes,yes,1
